Gross,Lead male,Lead female,Age Lead,Difference in words lead and co-lead,Year,Number words female,Number of male actors,Age women,Number of female actors,Title,Total words,Number words male,Age Co-Lead,Age men,Lead,Number of words lead,Mean Age Male,Mean Age Female
21.0,Nikolai,Tatiana,49.0,1160,2007,685,5,"[59.0, 22.0]",2,Eastern Promises,4718,2505,22.0,"[32.0, 41.0, 49.0, 77.0, 64.0]",Male,1528.0,52.6,40.5
64.0,Brandon,Olive,22.0,6971,2010,2671,3,"[15.0, 24.0, 22.0, 21.0, 51.0]",5,Easy A,11290,1001,25.0,"[25.0, 50.0, 19.0]",Female,7618.0,31.333333333333332,26.6
38.0,Ed 'Eddie' Peku,Cynthia Topping,30.0,9040,1999,6592,14,"[37.0, 41.0, 58.0, 34.0, 30.0, 28.0, 28.0]",10,Edtv,23878,6092,41.0,"[45.0, 40.0, 30.0, 39.0, 44.0, 63.0, 29.0, 37.0, 38.0, 29.0]",Male,11194.0,39.4,36.57142857142857
25.0,Chris Mccormick,Sheriff Samanth,35.0,162,2002,718,7,"[37.0, 75.0, 35.0]",3,Eight Legged Freaks,10330,7372,31.0,"[25.0, 31.0, 32.0, 51.0, 15.0, 53.0]",Female,2240.0,34.5,49.0
25.0,Jim Mcallister,Tracy Flick,37.0,2178,1999,9754,4,"[38.0, 17.0, 23.0]",6,Election,24124,5212,23.0,"[52.0, 37.0, 20.0]",Male,9158.0,36.333333333333336,26.0
154.0,Count Laszlo De,Hana,34.0,1106,1996,4584,10,"[32.0, 25.0, 36.0]",3,The English Patient,18784,9682,32.0,"[34.0, 60.0, 41.0, 51.0, 27.0, 38.0, 43.0, 45.0]",Male,4518.0,42.375,31.0
58.0,Mitch Hiller,Slim Hiller,33.0,956,2002,3302,10,"[29.0, 6.0, 33.0, 38.0]",8,Enough,13919,6501,43.0,"[46.0, 68.0, 35.0, 60.0, 34.0, 43.0, 31.0]",Female,4116.0,45.285714285714285,26.5
150.0,Robert Macdouga,Virginia Baker,69.0,1774,1999,7164,1,[30.0],1,Entrapment,16102,0,30.0,[69.0],Male,8938.0,69.0,30.0
4.0,King Arnulf,Princess Aud,28.0,377,1989,972,12,"[62.0, 28.0, 28.0]",4,Erik the Viking,10794,7985,47.0,"[69.0, 50.0, 62.0, 63.0, 27.0, 29.0, 47.0, 40.0, 25.0, 54.0, 31.0]",Female,1837.0,45.18181818181818,39.333333333333336
78.0,Hauk,Maggie,56.0,1414,1981,500,6,[36.0],2,Escape from New York,5474,3306,36.0,"[64.0, 56.0, 62.0, 46.0, 30.0, 39.0]",Male,1668.0,49.5,36.0
47.0,Joel Barish,Clementine Kruc,29.0,1872,2004,3540,6,"[29.0, 22.0]",7,Eternal Sunshine of the Spotless Mind,22846,10952,42.0,"[56.0, 42.0, 23.0, 37.0]",Female,8354.0,39.5,25.5
3.0,The Countess,Bonanza Jellybe,53.0,792,1993,12108,11,"[21.0, 41.0, 35.0, 39.0, 41.0, 34.0, 62.0, 52.0, 23.0]",11,Even Cowgirls Get the Blues,22694,6230,21.0,"[63.0, 29.0, 29.0, 24.0, 44.0, 61.0, 53.0]",Male,4356.0,43.285714285714285,38.666666666666664
50.0,Dr. William Wei,Lt. Starck,50.0,1450,1997,3944,5,"[32.0, 43.0]",2,Event Horizon,11760,3886,32.0,"[25.0, 34.0, 50.0, 28.0, 33.0]",Male,3930.0,34.0,37.5
12.0,Joel,Suzie,40.0,4833,2009,2162,9,"[26.0, 60.0, 36.0]",3,Extract,13956,5891,36.0,"[54.0, 37.0, 47.0, 60.0, 40.0, 47.0, 28.0, 39.0, 37.0]",Male,5903.0,43.22222222222222,40.666666666666664
36.0,Frank Baker,Susie Diamond,48.0,4431,1989,2807,5,"[31.0, 12.0, 31.0]",3,The Fabulous Baker Boys,13356,3844,31.0,"[46.0, 48.0, 40.0, 34.0, 41.0]",Male,6705.0,41.8,24.666666666666668
122.0,Jack Campbell,Kate Reynolds,36.0,8512,2000,8112,13,"[6.0, 34.0, 34.0, 62.0, 26.0]",6,The Family Man,29106,6780,34.0,"[52.0, 35.0, 67.0, 41.0, 36.0, 48.0, 36.0, 26.0, 66.0, 30.0, 61.0]",Male,14214.0,45.27272727272727,32.4
210.0,Reed Richards,Sue Storm,32.0,1326,2005,3284,9,"[36.0, 27.0, 24.0]",3,Fantastic Four,17372,9716,24.0,"[42.0, 44.0, 50.0, 24.0, 29.0, 49.0, 32.0, 37.0, 29.0]",Male,4372.0,37.333333333333336,29.0
24.0,Mr. Fox,Mrs. Fox,48.0,6141,2009,864,9,[60.0],1,Fantastic Mr. Fox,12073,4204,60.0,"[59.0, 69.0, 37.0, 48.0, 46.0, 54.0, 40.0]",Male,7005.0,50.42857142857143,60.0
48.0,Jerry Lundegaar,Marge Gunderson,39.0,130,1996,286,12,"[41.0, 39.0]",3,Fargo,16260,11774,46.0,"[39.0, 43.0, 46.0, 33.0, 34.0, 48.0, 63.0]",Female,4200.0,43.714285714285715,40.0
16.0,Ned Ravine,Lola Cain,44.0,6108,1993,7694,9,"[43.0, 28.0, 34.0]",4,Fatal Instinct,19636,3002,34.0,"[29.0, 29.0, 38.0, 73.0, 40.0, 44.0, 25.0, 58.0]",Male,8940.0,42.0,35.0
133.0,Gus,Hazel,23.0,2042,2014,1992,7,"[47.0, 23.0, 32.0]",4,The Fault in Our Stars,18274,8434,20.0,"[59.0, 20.0, 20.0, 45.0, 36.0, 56.0]",Female,7848.0,39.333333333333336,34.0
19.0,Raoul Duke,Desk Clerk At M,35.0,13692,1998,1080,8,"[69.0, 18.0, 44.0]",3,Fear and Loathing in Las Vegas,24064,8494,69.0,"[31.0, 52.0, 34.0, 47.0, 35.0]",Male,14490.0,39.8,43.666666666666664
141.0,Ray Kinsella,Karin Kinsella,34.0,7019,1989,901,11,"[79.0, 7.0]",2,Field of Dreams,14621,6087,7.0,"[26.0, 76.0, 30.0, 32.0, 34.0, 35.0, 58.0]",Male,7633.0,41.57142857142857,43.0
103.0,Dicky Eklund,Charlene Flemin,36.0,3921,2010,1645,6,[36.0],1,The Fighter,11906,4695,36.0,"[36.0, 61.0, 52.0, 39.0, 63.0]",Male,5566.0,50.2,36.0
67.0,Thomas Burke,Kimberly Corman,25.0,1085,2003,1147,8,"[31.0, 32.0, 25.0, 38.0, 23.0]",6,Final Destination 2,6294,2841,31.0,"[24.0, 46.0, 45.0, 22.0, 25.0, 31.0, 17.0]",Female,2306.0,30.0,29.8
549.0,Marlin,Dory,56.0,3120,2003,4704,13,"[43.0, 43.0, 45.0, 44.0]",5,Finding Nemo,18826,7462,45.0,"[43.0, 69.0, 58.0, 38.0, 63.0, 48.0, 63.0, 56.0, 42.0, 9.0, 52.0, 9.0, 12.0]",Male,6660.0,43.23076923076923,43.75
102.0,Whip Whitaker,Nicole,58.0,3758,2012,2935,10,"[52.0, 53.0, 35.0]",4,Flight,12111,4183,35.0,"[45.0, 34.0, 60.0, 48.0, 37.0, 43.0, 52.0, 47.0, 58.0, 18.0]",Male,4993.0,44.2,46.666666666666664
8.0,Ted The Bellhop,Betty,34.0,5386,1995,9230,7,"[30.0, 35.0, 37.0, 25.0, 31.0, 20.0, 31.0, 28.0, 11.0, 29.0]",10,Four Rooms,25338,8682,35.0,"[32.0, 9.0, 40.0, 38.0, 36.0, 53.0, 34.0]",Male,7426.0,34.57142857142857,27.7
49.0,Willy Beachum,Nikki Gardner,27.0,11274,2007,3612,5,"[42.0, 49.0, 28.0]",4,Fracture,24168,6682,28.0,"[58.0, 55.0, 37.0, 70.0, 27.0]",Male,13874.0,49.4,39.666666666666664
14.0,Harry York,Frances Farmer,33.0,8860,1982,3724,17,"[64.0, 46.0, 33.0, 57.0]",4,Frances,26730,10752,39.0,"[47.0, 35.0, 38.0, 46.0, 64.0, 45.0, 39.0, 35.0, 59.0, 56.0, 41.0, 53.0, 27.0, 59.0]",Female,12254.0,46.0,50.0
118.0,Will Rollins,Lori Campbell,24.0,399,2003,1224,8,"[22.0, 22.0, 24.0, 62.0]",4,Freddy vs. Jason,7446,4445,23.0,"[19.0, 37.0, 52.0, 56.0, 51.0, 22.0, 23.0]",Female,1777.0,37.142857142857146,32.5
72.0,John Sullivan,Julia 'Jules' S,32.0,4402,2000,1154,8,"[30.0, 67.0, 30.0]",3,Frequency,13192,6730,30.0,"[47.0, 46.0, 35.0, 12.0, 27.0, 32.0, 10.0, 38.0]",Male,5308.0,30.875,42.333333333333336
20.0,Seth Gecko,Kate Fuller,35.0,8008,1996,2016,9,"[23.0, 34.0, 30.0]",3,From Dusk Till Dawn,19924,8934,23.0,"[58.0, 57.0, 37.0, 52.0, 33.0, 35.0, 50.0, 56.0]",Male,8974.0,47.25,29.0
3.0,T.J.,Ray Eddy,48.0,4328,2008,3532,6,"[26.0, 48.0]",4,Frozen River,13352,3468,18.0,"[53.0, 18.0]",Female,6352.0,35.5,37.0
17.0,Oscar Grant,Wanda,26.0,1557,2013,2955,7,"[28.0, 29.0, 43.0]",6,Fruitvale Station,6904,1263,43.0,"[39.0, 26.0]",Male,2686.0,32.5,33.333333333333336
386.0,Samuel Gerard,Dr. Anne Eastma,47.0,3068,1993,1350,21,"[33.0, 33.0, 37.0, 43.0]",4,The Fugitive,13762,8936,33.0,"[56.0, 52.0, 42.0, 49.0, 51.0, 58.0, 52.0, 30.0, 45.0, 33.0, 33.0, 47.0, 34.0, 47.0, 68.0]",Male,3476.0,46.46666666666667,36.5
103.0,Gny. Sgt. Hartm,Da Nang Hooker,43.0,4760,1987,102,16,[26.0],1,Full Metal Jacket,13486,8522,26.0,"[36.0, 37.0, 43.0, 37.0, 41.0, 59.0, 28.0, 57.0, 33.0, 28.0, 28.0, 33.0]",Male,4862.0,38.333333333333336,26.0
60.0,George Simmons,Laura,43.0,10928,2009,7596,9,"[25.0, 37.0, 12.0, 35.0]",6,Funny People,43768,20464,37.0,"[40.0, 41.0, 50.0, 43.0, 27.0, 26.0, 28.0, 29.0]",Male,15708.0,35.5,27.25
10.0,Det. Frank Divi,Cynthia Webb,43.0,7434,1997,3588,15,"[33.0, 41.0]",3,Gang Related,22974,10122,33.0,"[43.0, 26.0, 53.0, 43.0, 35.0, 51.0, 41.0, 38.0, 43.0]",Male,9264.0,41.44444444444444,37.0
37.0,Andrew Largeman,Sam,29.0,3880,2004,4784,10,"[44.0, 53.0, 27.0, 48.0, 23.0]",6,Garden State,17523,5611,23.0,"[29.0, 27.0, 33.0, 73.0, 27.0, 26.0, 31.0, 33.0, 31.0]",Male,7128.0,34.44444444444444,39.0
24.0,Jack Carter,Gloria,54.0,2072,2000,1142,5,"[21.0, 24.0, 42.0]",3,Get Carter,4738,1134,42.0,"[48.0, 54.0, 35.0]",Male,2462.0,45.666666666666664,29.0
10.0,Felix Bush,Mattie Darrow,78.0,2303,2009,1787,7,[60.0],2,Get Low,13375,7717,60.0,"[27.0, 39.0, 78.0, 59.0, 75.0, 62.0]",Male,3871.0,56.666666666666664,60.0
144.0,Chili Palmer,Karen Flores,41.0,7906,1995,3092,10,"[50.0, 52.0, 41.0, 33.0]",5,Get Shorty,21584,8394,41.0,"[41.0, 40.0, 65.0, 59.0, 41.0, 77.0, 51.0, 38.0, 48.0, 24.0]",Male,10098.0,48.4,44.0
138.0,Doc Mccoy,Fran Clinton,42.0,2138,1972,203,7,[25.0],1,The Getaway,4267,1723,25.0,"[42.0, 54.0, 65.0, 44.0, 49.0]",Male,2341.0,50.8,25.0
448.0,Sam Wheat,Oda Mae Brown,38.0,792,1990,8604,6,"[28.0, 35.0]",2,Ghost,16158,2064,35.0,"[74.0, 42.0, 38.0, 38.0]",Male,5490.0,48.0,31.5
75.0,Col. John Henry,Helena Patterso,37.0,2894,1996,390,6,[25.0],1,The Ghost and the Darkness,9648,5974,25.0,"[31.0, 52.0, 37.0, 52.0, 48.0, 54.0]",Male,3284.0,45.666666666666664,25.0
45.0,Murphy,Epps,52.0,4526,2002,2928,2,"[36.0, 14.0]",2,Ghost Ship,12632,2360,36.0,"[39.0, 52.0]",Male,7344.0,45.5,25.0
9.0,Seymour,Enid,19.0,6022,2001,6416,9,"[37.0, 19.0, 20.0, 17.0, 54.0, 17.0, 36.0]",7,Ghost World,27560,8868,44.0,"[32.0, 56.0, 37.0, 47.0, 30.0, 19.0, 47.0, 44.0, 26.0]",Female,12276.0,37.55555555555556,28.571428571428573
245.0,Dr. Peter Venkm,Janine Melnitz,39.0,5702,1989,1252,13,"[33.0, 37.0, 46.0]",4,Ghostbusters II,19958,12542,37.0,"[45.0, 35.0, 39.0, 37.0, 45.0, 36.0, 36.0, 33.0, 52.0, 52.0, 60.0, 44.0]",Male,6164.0,42.833333333333336,38.666666666666664
303.0,Commodus,Lucilla,26.0,1730,2000,2778,10,[35.0],1,Gladiator,18132,10846,35.0,"[26.0, 58.0, 62.0, 36.0, 70.0, 36.0, 62.0, 45.0, 35.0]",Male,4508.0,47.77777777777778,35.0
28.0,Zack,Ronna Martin,20.0,534,1999,1566,11,"[21.0, 31.0, 20.0, 29.0]",4,Go,13756,9596,29.0,"[43.0, 21.0, 22.0, 28.0, 27.0, 25.0, 31.0, 29.0]",Female,2594.0,28.25,25.25
11.0,James Whale,Hanna,59.0,9898,1998,2756,7,"[52.0, 55.0]",3,Gods and Monsters,22344,7616,55.0,"[69.0, 30.0, 53.0, 30.0, 35.0, 59.0]",Male,11972.0,46.0,53.5
261.0,Sean Maguire,Skylar,46.0,4056,1997,3352,6,[27.0],1,Good Will Hunting,22164,11404,27.0,"[25.0, 32.0, 70.0, 46.0, 46.0]",Male,7408.0,43.8,27.0
293.0,Mission Control,Ryan Stone,49.0,1890,2013,0,1,[49.0],1,Gravity,3270,690,63.0,[63.0],Female,2580.0,63.0,49.0
27.0,Roy Dillon,Lilly Dillon,24.0,300,1990,8032,9,"[39.0, 32.0]",2,The Grifters,16948,4416,39.0,"[66.0, 47.0, 54.0, 54.0, 39.0, 39.0, 35.0, 24.0, 78.0]",Male,4500.0,48.44444444444444,35.5
154.0,Doug,Karen,27.0,850,2004,1598,4,"[27.0, 27.0, 32.0, 29.0]",4,The Grudge,5918,2386,31.0,"[31.0, 48.0, 51.0]",Female,1934.0,43.333333333333336,28.75
15.0,The Plague,Kate,32.0,622,1995,2180,11,"[20.0, 41.0]",2,Hackers,12286,7778,20.0,"[25.0, 23.0, 40.0, 16.0, 21.0, 23.0, 42.0, 32.0]",Male,2328.0,27.75,30.5
49.0,Rick,Maggie,43.0,4646,2011,5987,9,"[69.0, 40.0, 37.0, 45.0, 25.0]",8,Hall Pass,21835,9267,37.0,"[56.0, 64.0, 46.0, 36.0, 37.0, 24.0, 41.0, 43.0, 50.0]",Male,6581.0,44.111111111111114,43.2
44.0,Erik Heller,Hanna,17.0,1297,2011,2313,8,"[30.0, 17.0, 43.0, 19.0]",4,Hanna,10274,4552,43.0,"[43.0, 44.0, 49.0, 71.0, 45.0]",Female,3409.0,50.4,27.25
94.0,Mickey,Holly,51.0,2636,1986,12596,13,"[36.0, 36.0, 38.0, 38.0]",4,Hannah and Her Sisters,31430,9930,38.0,"[46.0, 66.0, 30.0, 29.0, 53.0, 84.0, 52.0, 57.0, 51.0, 29.0]",Male,8904.0,49.7,37.0
393.0,Harry Potter,Hermione Grange,16.0,1044,2005,3472,18,"[18.0, 15.0, 71.0, 40.0, 47.0]",5,Harry Potter and the Goblet of Fire,16058,9846,15.0,"[54.0, 46.0, 34.0, 19.0, 80.0, 19.0, 19.0, 16.0, 43.0, 43.0, 42.0, 16.0, 50.0, 17.0, 55.0, 59.0, 47.0, 48.0]",Male,2740.0,39.27777777777778,38.2
156.0,Luke Sanderson,Nell,32.0,3300,1999,5146,4,"[38.0, 30.0, 71.0, 32.0, 30.0]",5,The Haunting,13486,3014,31.0,"[57.0, 31.0, 63.0, 35.0]",Female,5326.0,46.5,40.2
6.0,Steve,Pauline Parker,17.0,4756,1994,6148,1,"[19.0, 55.0, 17.0]",7,Heavenly Creatures,11216,156,22.0,[22.0],Female,4912.0,22.0,30.333333333333332
32.0,Larry,Kirsty Cotton,45.0,576,1987,2964,4,"[32.0, 21.0]",2,Hellraiser,7244,2206,21.0,"[26.0, 45.0, 33.0]",Male,2074.0,34.666666666666664,26.5
186.0,Stuart Whitwort,Skeeter Phelan,23.0,3203,2011,12226,4,"[34.0, 52.0, 87.0, 26.0, 30.0, 29.0, 41.0, 62.0, 23.0]",12,The Help,18481,1951,27.0,"[32.0, 56.0, 27.0]",Female,4304.0,38.333333333333336,42.666666666666664
44.0,Rob Gordon,Laura,34.0,17822,2000,10146,7,"[30.0, 31.0, 29.0, 38.0, 33.0, 28.0]",7,High Fidelity,41260,6738,29.0,"[31.0, 27.0, 30.0, 42.0, 19.0, 34.0]",Male,24376.0,30.5,31.5
13.0,Connor 'The Hig,Heather Macleod,29.0,1960,1986,342,9,"[24.0, 44.0]",2,Highlander,4728,2243,24.0,"[29.0, 36.0, 29.0, 56.0, 40.0, 66.0, 32.0, 27.0]",Male,2143.0,39.375,34.0
55.0,Doug Bukowski,Lynn Carter,30.0,1071,2006,3058,4,"[25.0, 52.0, 30.0, 19.0]",4,The Hills Have Eyes,7948,2542,30.0,"[34.0, 21.0, 30.0, 55.0]",Male,2348.0,35.0,31.5
69.0,Arthur Dent,Trillian,34.0,3476,2005,2768,13,"[60.0, 14.0, 29.0, 25.0]",5,The Hitchhiker's Guide to the Galaxy,21736,14238,25.0,"[34.0, 35.0, 32.0, 55.0, 52.0, 55.0, 14.0, 58.0, 38.0, 56.0, 48.0, 40.0, 37.0]",Male,4730.0,42.61538461538461,32.0
118.0,Sebastian Caine,Linda Mckay,42.0,700,2000,6032,4,"[28.0, 37.0, 35.0]",3,Hollow Man,15498,4174,37.0,"[61.0, 32.0, 32.0, 42.0]",Male,5292.0,41.75,33.333333333333336
129.0,Kurt Buckman,Dr. Julia Harri,36.0,2607,2011,1125,6,"[42.0, 34.0]",3,Horrible Bosses,9442,4854,42.0,"[52.0, 48.0, 76.0, 37.0, 36.0, 42.0]",Male,3463.0,48.5,38.0
139.0,Tom Booker,Grace Maclean,62.0,3200,1998,7220,8,"[50.0, 14.0, 87.0, 15.0, 42.0]",5,The Horse Whisperer,19300,5408,14.0,"[63.0, 47.0, 51.0, 59.0, 62.0]",Male,6672.0,56.4,41.6
239.0,Hiccup,Ruffnut,28.0,7665,2010,325,6,[37.0],1,How to Train Your Dragon,15173,6858,37.0,"[21.0, 48.0, 28.0, 27.0, 41.0, 29.0]",Male,7990.0,32.333333333333336,37.0
188.0,Hiccup,Valka,32.0,2444,2014,1250,8,"[41.0, 45.0]",2,How to Train Your Dragon 2,7888,3154,45.0,"[50.0, 28.0, 25.0, 52.0, 32.0, 31.0, 45.0, 33.0]",Male,3484.0,37.0,43.0
35.0,Hudson Hawk,Anna Baragli,36.0,2832,1991,1903,10,"[31.0, 33.0, 36.0]",3,Hudson Hawk,10597,4709,33.0,"[32.0, 53.0, 74.0, 41.0, 34.0, 58.0, 63.0, 36.0, 31.0, 58.0]",Male,3985.0,48.0,33.333333333333336
1.0,Puff,Lila Jute,33.0,3130,2001,2474,1,"[34.0, 33.0, 54.0]",3,Human Nature,12188,3292,34.0,[34.0],Female,6422.0,34.0,40.333333333333336
60.0,John,Sarah,21.0,2163,2011,2677,6,"[25.0, 25.0]",2,I Am Number Four,12914,5815,25.0,"[43.0, 21.0, 24.0]",Male,4422.0,29.333333333333332,25.0
61.0,Mr. Turner,Rita Harrison W,43.0,4210,2001,3352,8,"[44.0, 7.0, 49.0, 35.0, 34.0, 43.0]",6,I Am Sam,15268,5480,46.0,"[35.0, 9.0, 47.0, 41.0, 61.0, 46.0, 48.0]",Female,6436.0,41.0,35.333333333333336
2.0,Steven Russell,Debbie,47.0,5150,2009,881,4,"[37.0, 47.0]",3,I Love You Phillip Morris,9135,2472,37.0,"[38.0, 47.0]",Male,5782.0,42.5,42.0
74.0,Tyrell,Karla Wilson,19.0,528,1998,472,7,"[19.0, 25.0]",2,I Still Know What You Did Last Summer,7650,4756,24.0,"[39.0, 64.0, 44.0, 62.0, 22.0, 29.0, 24.0]",Female,2422.0,40.57142857142857,22.0
21.0,Matt Hobbs,Nan Mulhanney,53.0,4918,1994,11408,6,"[35.0, 29.0, 27.0, 7.0, 34.0, 44.0]",8,I'll Do Anything,26450,6460,44.0,"[47.0, 30.0, 53.0, 43.0]",Male,8582.0,43.25,29.333333333333332
14.0,Paul Hood,Elena Hood,41.0,1356,1997,4254,10,"[40.0, 38.0, 41.0, 48.0, 19.0, 17.0]",7,The Ice Storm,15000,7274,22.0,"[52.0, 19.0, 38.0, 46.0, 16.0, 26.0, 22.0, 37.0, 15.0]",Female,3472.0,30.11111111111111,33.833333333333336
8.0,Doctor Parnassu,Valentina,80.0,1798,2009,2724,8,[21.0],3,The Imaginarium of Doctor Parnassus,14610,7732,21.0,"[44.0, 80.0, 25.0, 60.0, 40.0, 35.0, 30.0]",Male,4154.0,44.857142857142854,21.0
55.0,Matt Fowler,Ruth Fowler,53.0,1622,2001,4682,6,"[50.0, 37.0, 52.0]",4,In the Bedroom,12229,3332,52.0,"[53.0, 36.0, 61.0]",Male,4215.0,50.0,46.333333333333336
2.0,Malcolm Tucker,Karen Clark,51.0,2544,2009,7050,11,"[45.0, 61.0, 29.0, 48.0, 31.0]",5,In the Loop,28758,16170,61.0,"[35.0, 25.0, 45.0, 65.0, 48.0, 51.0, 44.0, 42.0, 35.0, 38.0]",Male,5538.0,42.8,42.8
323.0,Cobb,Mal,36.0,5672,2010,908,8,[35.0],1,Inception,13314,5826,35.0,"[29.0, 61.0, 36.0, 33.0, 77.0, 34.0, 51.0, 37.0]",Male,6580.0,44.75,35.0
57.0,Lt. Tuck Pendle,Lydia Maxwell,33.0,2140,1987,1192,8,"[41.0, 26.0]",2,Innerspace,7466,3124,26.0,"[37.0, 37.0, 33.0, 52.0, 38.0, 43.0, 34.0, 73.0]",Male,3150.0,43.375,33.5
49.0,Lowell Bergman,Liane Wigand,59.0,8256,1999,1614,13,"[37.0, 47.0, 51.0]",3,The Insider,22802,12120,47.0,"[48.0, 35.0, 68.0, 59.0, 48.0, 47.0, 70.0, 41.0, 49.0, 59.0]",Male,9068.0,52.4,45.0
59.0,Josh Lambert,Renai Lambert,37.0,73,2010,4351,4,"[67.0, 62.0, 25.0, 31.0]",4,Insidious,7989,1276,31.0,"[37.0, 33.0, 31.0]",Male,2362.0,33.666666666666664,46.25
100.0,Will Dormer,Ellie Burr,62.0,3248,2002,3410,9,"[28.0, 37.0, 21.0]",4,Insomnia,14388,5618,28.0,"[41.0, 49.0, 32.0, 45.0, 20.0, 51.0, 38.0, 62.0]",Male,5360.0,42.25,28.666666666666668
218.0,Louis,Claudia,31.0,7452,1994,3610,4,"[12.0, 28.0, 35.0, 24.0, 22.0]",5,Interview with the Vampire: The Vampire Chronicles,21372,7222,12.0,"[32.0, 31.0, 25.0, 48.0]",Male,10540.0,34.0,24.2
23.0,Chris Mccandles,Carine Mccandle,22.0,1924,2007,6432,8,"[23.0, 48.0, 27.0, 27.0, 17.0]",7,Into the Wild,18636,5818,23.0,"[22.0, 33.0, 82.0, 57.0, 37.0]",Male,6386.0,46.2,28.4
11.0,Doug Holt,Pamela Abbott,23.0,3170,1997,7876,5,"[27.0, 47.0, 44.0, 20.0]",4,Inventing the Abbotts,20010,5280,20.0,"[23.0, 29.0, 43.0, 22.0, 49.0]",Male,6854.0,33.2,34.5
43.0,Nelson Mandela,Nerine,72.0,2411,2009,290,12,"[39.0, 28.0]",2,Invictus,6824,3940,28.0,"[41.0, 39.0, 72.0]",Male,2594.0,50.666666666666664,33.5
32.0,Denis Thatcher,Margaret Thatch,62.0,2716,2011,888,5,"[37.0, 65.0, 62.0, 26.0]",4,The Iron Lady,6753,1858,62.0,"[62.0, 58.0, 53.0, 57.0, 58.0]",Female,4007.0,57.6,47.5
131.0,Jake Adler,Jane Adler,60.0,1866,2009,1226,5,"[30.0, 44.0, 26.0, 60.0, 53.0]",6,It's Complicated,9488,3723,51.0,"[41.0, 30.0, 44.0, 51.0, 22.0]",Female,4539.0,37.6,42.6
8.0,Jack Starks,Jackie Price,32.0,3013,2005,3013,4,"[43.0, 20.0]",2,The Jacket,10203,2556,20.0,"[69.0, 32.0, 37.0]",Male,4634.0,46.0,31.5
75.0,Ordell Robbie,Jackie Brown,49.0,1472,1997,13054,8,"[22.0, 48.0, 33.0, 40.0]",4,Jackie Brown,39038,14196,48.0,"[25.0, 58.0, 54.0, 44.0, 56.0, 49.0, 46.0, 39.0]",Male,11788.0,46.375,35.75
12.0,Rochester,Jane Eyre,22.0,190,2011,3718,5,"[22.0, 23.0, 43.0, 22.0, 24.0, 77.0, 35.0]",8,Jane Eyre,16338,7696,34.0,"[61.0, 54.0, 28.0, 34.0, 25.0]",Female,4924.0,40.4,35.142857142857146
1103.0,Quint,Ellen Brody,48.0,1985,1975,835,7,"[38.0, 46.0, 70.0]",3,Jaws,7068,3678,38.0,"[30.0, 28.0, 37.0, 53.0, 48.0, 52.0]",Male,2555.0,41.333333333333336,51.333333333333336
382.0,Police Chief Ma,Ellen Brody,46.0,1940,1978,1641,12,"[43.0, 41.0, 19.0, 25.0]",6,Jaws 2,7461,3313,41.0,"[21.0, 33.0, 17.0, 35.0, 49.0, 55.0, 20.0, 20.0, 50.0, 46.0, 12.0]",Male,2507.0,32.54545454545455,32.0
46.0,Jay,Sissy,27.0,8122,2001,4838,20,"[25.0, 33.0, 28.0, 45.0, 21.0]",6,Jay and Silent Bob Strike Back,23822,9014,21.0,"[31.0, 36.0, 36.0, 33.0, 32.0, 34.0, 30.0, 29.0, 24.0, 23.0, 27.0, 31.0, 35.0, 31.0, 42.0, 48.0, 16.0, 29.0]",Male,9970.0,31.5,30.4
23.0,John Berlin,Helena,36.0,8948,1992,2564,10,"[22.0, 42.0]",2,Jennifer 8,21380,8180,22.0,"[34.0, 13.0, 50.0, 52.0, 47.0, 36.0, 43.0, 33.0]",Male,10636.0,38.5,32.0
303.0,Jerry Maguire,Dorothy Boyd,34.0,5844,1996,6570,8,"[27.0, 19.0, 35.0, 25.0]",5,Jerry Maguire,19312,2526,27.0,"[34.0, 26.0, 26.0, 34.0, 55.0, 6.0, 28.0, 21.0]",Male,10216.0,28.75,26.5
145.0,Jim,Liz Garrison,36.0,25822,1991,6772,27,"[30.0, 33.0, 42.0]",7,JFK,57524,22650,42.0,"[32.0, 21.0, 47.0, 62.0, 48.0, 41.0, 59.0, 59.0, 73.0, 66.0, 46.0, 7.0, 36.0, 65.0, 31.0, 33.0, 38.0, 58.0, 52.0, 36.0, 73.0, 71.0, 33.0]",Male,28102.0,47.26086956521739,35.0
69.0,Judge Dredd,Judge Hershey,49.0,1322,1995,3262,10,"[50.0, 34.0, 30.0, 55.0]",5,Judge Dredd,11246,5229,30.0,"[32.0, 49.0, 66.0, 54.0, 58.0, 64.0, 20.0, 46.0, 23.0]",Male,2755.0,45.77777777777778,42.25
180.0,Mark Loring,Juno Macguff,20.0,8540,2007,5682,4,"[48.0, 20.0, 21.0, 30.0, 18.0, 35.0]",8,Juno,22448,5138,38.0,"[38.0, 19.0, 41.0]",Female,11628.0,32.666666666666664,28.666666666666668
844.0,Dr. Alan Grant,Dr. Ellie Sattl,46.0,1116,1993,1941,11,"[26.0, 14.0]",2,Jurassic Park,11329,6838,26.0,"[46.0, 46.0, 41.0, 33.0, 70.0, 42.0, 33.0, 44.0, 45.0, 48.0, 10.0]",Male,2550.0,41.63636363636363,20.0
5.0,Early Grayce,Carrie Laughlin,30.0,1225,1993,1597,3,[28.0],3,Kalifornia,6384,2179,28.0,"[33.0, 30.0, 39.0]",Male,2608.0,34.0,28.0
